Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
CASY,"Caseys General Stores, Inc.",129.47,4738003201.25,n/a,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy,
CASI,"CASI Pharmaceuticals, Inc.",4.33,405233939.95,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/casi,
CASS,"Cass Information Systems, Inc",66.01,811554796.22,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass,
CATB,"Catabasis Pharmaceuticals, Inc.",0.623,44256935.037,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb,
CBIO,"Catalyst Biosciences, Inc. ",10.68,127548345.72,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio,
CPRX,"Catalyst Pharmaceuticals, Inc.",2.535,260444016.495,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cprx,
CATS,"Catasys, Inc.",11.71,186343232.41,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats,
CATY,Cathay General Bancorp,39.57,3208169524.71,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caty,
CATYW,Cathay General Bancorp,19.07,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/catyw,
CGVIC,Causeway ETMF Trust,100.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cgvic,
CIVEC,Causeway ETMF Trust,100.12,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/civec,
CVCO,"Cavco Industries, Inc.",164.56,1492241105.52,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco,
CBFV,"CB Financial Services, Inc.",26.15,141583918.85,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv,
CBAT,"CBAK Energy Technology, Inc.",0.57,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbat,
CBMB,"CBM Bancorp, Inc.",12.73,0,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cbmb,
CBOE,"Cboe Global Markets, Inc.",107.62,12033933875,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/cboe,
CBTX,"CBTX, Inc.",34.49,895415032.16,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx,
CDK,"CDK Global, Inc.",50.4,6490182132,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk,
CDTI,"CDTI Advanced Materials, Inc.",0.69,2808667.77,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cdti,
CDW,CDW Corporation,92.68,13900588390.92,n/a,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw,
CECE,CECO Environmental Corp.,8.31,290438347.53,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cece,
CELC,Celcuity Inc.,26.9,272209492.8,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/celc,
CELG,Celgene Corporation,72.22,50499967884.8,n/a,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg,
CELGZ,Celgene Corporation,0.8558,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celgz,
CLDX,"Celldex Therapeutics, Inc.",0.2986,51498218.3062,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/cldx,
APOP,Cellect Biotechnology Ltd.,3.34,21606433.28,6468992,2016,n/a,n/a,https://www.nasdaq.com/symbol/apop,
APOPW,Cellect Biotechnology Ltd.,1.6,0,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/apopw,
CLRB,"Cellectar Biosciences, Inc.",2.23,10609862.78,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrb,
CLRBW,"Cellectar Biosciences, Inc.",0.0508,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbw,
CLRBZ,"Cellectar Biosciences, Inc.",0.12,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbz,
CLLS,Cellectis S.A.,22.02,354558531.18,16101659,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls,
CBMG,"Cellular Biomedicine Group, Inc.",19.93,366642304.79,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbmg,
CLSN,Celsion Corporation,1.93,36152439.62,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsn,
CELH,"Celsius Holdings, Inc.",3.92,200402751.92,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh,
CYAD,Celyad SA,27.35,24450653.85,893991,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad,
CETX,Cemtrex Inc.,0.97,12699488.32,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx,
CETXP,Cemtrex Inc.,2.9,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp,
CETXW,Cemtrex Inc.,0.0304,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxw,
CDEV,"Centennial Resource Development, Inc.",15.52,4287564046.4,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev,
CSFL,CenterState Bank Corporation,25.01,2104253264.76,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl,
CETV,Central European Media Enterprises Ltd.,3.28,829359657.12,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv,
CFBK,Central Federal Corporation,13.7,58249125.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk,
CENT,Central Garden & Pet Company,33.85,1936148305.7,n/a,1993,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent,
CENTA,Central Garden & Pet Company,31.1,1778854130.2,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa,
CVCY,Central Valley Community Bancorp,20.35,280535759.35,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy,
CNTX,Centrexion Therapeutics Corporation,n/a,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cntx,
CTRC,Centric Brands Inc.,5.21,303928345.75,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctrc,
CENX,Century Aluminum Company,8.98,786937129.06,n/a,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx,
CNBKA,"Century Bancorp, Inc.",81.75,455176560.75,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/cnbka,
CNTY,"Century Casinos, Inc.",7.46,219616275.34,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty,
CRNT,Ceragon Networks Ltd.,4.25,333074166,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/crnt,
CERC,Cerecor Inc.,3.51,143229246.03,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc,
CERN,Cerner Corporation,57.91,19080666526.44,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern,
CERS,Cerus Corporation,5.25,712368294.75,n/a,1997,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers,
KOOL,Cesca Therapeutics Inc.,0.3246,7027313.1162,n/a,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool,
CEVA,"CEVA, Inc.",25.99,569242752.24,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva,
CSBR,"Champions Oncology, Inc.",12.67,141453480.14,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr,
CYOU,Changyou.com Limited,19.65,384473000.4,19566056,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyou,
BURG,"Chanticleer Holdings, Inc.",1.83,6799189.32,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg,
CTHR,Charles & Colvard Ltd.,0.94,20302184.86,n/a,1997,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr,
GTLS,"Chart Industries, Inc.",63.56,1983330117.16,n/a,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls,
CHTR,"Charter Communications, Inc.",329.2,75359704535.6,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr,
CTAC,ChaSerg Technology Acquisition Corp.,9.625,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctac,
CTACU,ChaSerg Technology Acquisition Corp.,9.99,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacu,
CTACW,ChaSerg Technology Acquisition Corp.,1,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacw,
CHKP,Check Point Software Technologies Ltd.,111.81,17781668465.28,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp,
CHEK,Check-Cap Ltd.,3.4,18121629.4,n/a,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chek,
CHEKW,Check-Cap Ltd.,0.1498,0,n/a,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekw,
CHEKZ,Check-Cap Ltd.,0.6488,0,n/a,n/a,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekz,
CKPT,"Checkpoint Therapeutics, Inc.",2.46,78985345.44,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ckpt,
CEMI,"Chembio Diagnostics, Inc.",6.95,98506659,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi,
CHFC,Chemical Financial Corporation,47.2,3372224154.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chfc,
CCXI,"ChemoCentryx, Inc.",10.05,507783445.8,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ccxi,
CHMG,Chemung Financial Corp,43.2,207527961.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chmg,
CHKE,Cherokee Inc.,0.6,8427220.8,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/chke,
CHFS,"CHF Solutions, Inc.",0.885,6260850.195,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/chfs,
CHMA,"Chiasma, Inc.",4.02,98211184.86,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/chma,
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",8.25,95217020.25,n/a,2017,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/csse,
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",24.9936,0,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cssep,
PLCE,"Children&#39;s Place, Inc. (The)",129.64,2126145003.92,n/a,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce,
CMRX,"Chimerix, Inc.",3.29,166882295.58,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx,
CADC,"China Advanced Construction Materials Group, Inc.",2.92,16307107.92,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cadc,
CAAS,"China Automotive Systems, Inc.",2.3006,72800195.6024,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas,
CBPO,"China Biologic Products Holdings, Inc.",82.04,3229202364.64,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo,
CCCL,"China Ceramics Co., Ltd.",1.23,5725418.76,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl,
GLG,"China Commercial Credit, Inc.",0.44,10822069.28,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/glg,
CCRC,"China Customer Relations Centers, Inc.",13.01,238468096,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc,
JRJC,China Finance Online Co. Limited,1.5727,33372066.4927,21219601,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jrjc,
HGSH,"China HGS Real Estate, Inc.",1.21,54510500,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh,
CIFS,China Internet Nationwide Financial Services Inc.,1.63,36046126.44,n/a,2017,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs,
CJJD,"China Jo-Jo Drugstores, Inc.",2.1,60767233.8,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cjjd,
CLDC,China Lending Corporation,0.9309,22832090.2791,n/a,2014,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc,
CHNR,"China Natural Resources, Inc.",1.67,41601229.72,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr,
CREG,China Recycling Energy Corporation,1.07,11015949.6,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg,
CNTF,China TechFaith Wireless Communication Technology Limited,1.9365,14057028.3255,7258987,2005,n/a,n/a,https://www.nasdaq.com/symbol/cntf,
CXDC,China XD Plastics Company Limited,1.4,70628377.4,n/a,n/a,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc,
CCIH,ChinaCache International Holdings Ltd.,1.48,35758990.4,24161480,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih,
CNET,"ChinaNet Online Holdings, Inc.",1.69,27263997.67,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet,
IMOS,ChipMOS TECHNOLOGIES INC.,17.59,97027776.84,5516076,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos,
CDXC,ChromaDex Corporation,3.55,195613818.2,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc,
CHSCL,CHS Inc,26.25,0,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscl,
CHSCM,CHS Inc,24.53,466070000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm,
CHSCN,CHS Inc,25.01,420168000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn,
CHSCO,CHS Inc,26.86,304033040.5,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco,
CHSCP,CHS Inc,28.295,204636740.11,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp,
CHDN,"Churchill Downs, Incorporated",277.76,3769694835.2,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn,
CHUY,"Chuy&#39;s Holdings, Inc.",21.4,362738110.6,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy,
CDTX,"Cidara Therapeutics, Inc.",3.64,101015208.84,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx,
CMCT,CIM Commercial Trust Corporation,17.44,763786073.12,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct,
CMCTP,CIM Commercial Trust Corporation,23.21,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmctp,
CMPR,Cimpress N.V,120.66,3729504916.62,n/a,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr,
CINF,Cincinnati Financial Corporation,81.73,13300552629.65,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf,
CIDM,Cinedigm Corp,0.772,27130556.576,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm,
CTAS,Cintas Corporation,187.38,20030125260.24,n/a,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas,
CRUS,"Cirrus Logic, Inc.",37.44,2240570554.56,n/a,1989,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus,
CSCO,"Cisco Systems, Inc.",47.87,215221688015.1,n/a,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco,
CTRN,"Citi Trends, Inc.",20.5,265993793.5,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn,
CTXR,"Citius Pharmaceuticals, Inc.",1.17,18952585.47,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxr,
CTXRW,"Citius Pharmaceuticals, Inc.",0.117,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxrw,
CZNC,Citizens & Northern Corp,26.61,326821997.64,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc,
CZWI,"Citizens Community Bancorp, Inc.",11.75,69493953.25,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi,
CZFC,Citizens First Corporation,23.8,60394999,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc,
CIZN,Citizens Holding Company,20.77,101867088.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn,
CTXS,"Citrix Systems, Inc.",108.97,14684991929.39,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs,
CHCO,City Holding Company,76.73,1185972794.66,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco,
CIVB,"Civista Bancshares, Inc. ",21.31,229958958.99,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civb,
CIVBP,"Civista Bancshares, Inc. ",63.95,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp,
CLAR,Clarus Corporation,11.32,337904139.48,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar,
CLNE,Clean Energy Fuels Corp.,2.23,453744738.71,n/a,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne,
CLFD,"Clearfield, Inc.",12.34,168392405.08,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd,
CLRO,"ClearOne, Inc.",1.41,11712496.35,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro,
CLSD,"Clearside Biomedical, Inc.",1.47,47075607.81,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd,
CLIR,ClearSign Combustion Corporation,1.56,41591128.8,n/a,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir,
CLIRW,ClearSign Combustion Corporation,0.0201,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clirw,
CMTA,Clementia Pharmaceuticals Inc.,13.96,442777472.64,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmta,
CBLI,"Cleveland BioLabs, Inc.",1.87,21127706.93,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli,
CLVS,"Clovis Oncology, Inc.",17.21,907170542.67,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs,
CLPS,CLPS Incorporation,5.52,76252291.92,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps,
CMFN,CM Finance Inc,8.1,110906261.1,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn,
CMFNL,CM Finance Inc,25.0768,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl,
CMSS,CM Seven Star Acquisition Corporation,10.1,60521997.7,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmss,
CMSSR,CM Seven Star Acquisition Corporation,0.32,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssr,
CMSSU,CM Seven Star Acquisition Corporation,10.6,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssu,
CMSSW,CM Seven Star Acquisition Corporation,0.29,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssw,
CME,CME Group Inc.,190.08,68006218135.68,n/a,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme,
CCNE,CNB Financial Corporation,26.66,407509563.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne,
CCB,Coastal Financial Corporation,15.95,189605672.85,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb,
COKE,Coca-Cola Bottling Co. Consolidated,212.52,1988010901.8,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke,
COCP,"Cocrystal Pharma, Inc.",3.5,104730766,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp,
CODA,"Coda Octopus Group, Inc.",5.95,61971725.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda,
CDXS,"Codexis, Inc.",21.92,1184032868.16,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs,
CODX,"Co-Diagnostics, Inc.",2.07,25560415.89,n/a,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx,
CVLY,"Codorus Valley Bancorp, Inc",24.01,225534693.65,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly,
JVA,"Coffee Holding Co., Inc.",3.94,22145821.98,n/a,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva,
CCOI,"Cogent Communications Holdings, Inc.",48.49,2253421024.79,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi,
CGNX,Cognex Corporation,44.02,7579856051.74,n/a,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,
CTSH,Cognizant Technology Solutions Corporation,71.23,41244165081.07,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh,
CWBR,"CohBar, Inc.",4.09,174056154.53,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr,
COHR,"Coherent, Inc.",138.16,3368239943.2,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr,
CHRS,"Coherus BioSciences, Inc.",11.06,750098346.62,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs,
COHU,"Cohu, Inc.",19.6,797728780.8,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu,
CLCT,"Collectors Universe, Inc.",13.34,120865495.88,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct,
COLL,"Collegium Pharmaceutical, Inc.",19.19,638019237.15,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll,
CIGI,Colliers International Group Inc. ,65.8,2492171183.6,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi,
CLGN,"CollPlant Holdings, Ltd.",5.9,5956533.8,1009582,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn,
CBAN,"Colony Bankcorp, Inc.",17.15,144733274.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban,
COLB,"Columbia Banking System, Inc.",40.68,2980651384.44,n/a,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb,
CLBK,"Columbia Financial, Inc.",15.76,1826413398,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk,
COLM,Columbia Sportswear Company,91.33,6302253592.35,n/a,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm,
CMCO,Columbus McKinnon Corporation,34.8,812436693.6,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco,
CMCSA,Comcast Corporation,39.01,177476181038.69,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa,
CCNI,"Command Center, Inc.",3.97,19368010.24,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni,
CBSH,"Commerce Bancshares, Inc.",63.02,7029185007.12,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,
CBSHP,"Commerce Bancshares, Inc.",25.18,2307505372.72,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp,
CVGI,"Commercial Vehicle Group, Inc.",6.98,215649654.68,n/a,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi,
COMM,"CommScope Holding Company, Inc.",18.1,3479238906.4,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,
JCS,"Communications Systems, Inc.",2.3,21064515.5,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs,
ESXB,Community Bankers Trust Corporation.,8.27,182862063.65,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb,
CFBI,"Community First Bancshares, Inc.",10.95,82543837.5,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi,
CYHHZ,"Community Health Systems, Inc.",0.0014,0,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyhhz,
CTBI,"Community Trust Bancorp, Inc.",46.21,819266794.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi,
CWBC,Community West Bancshares,10.7,88313327.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc,
CVLT,"Commvault Systems, Inc.",58.94,2728235584.76,n/a,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt,
CGEN,Compugen Ltd.,3.46,197901720.34,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen,
CPSI,"Computer Programs and Systems, Inc.",26.68,375814186.52,n/a,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi,
CTG,"Computer Task Group, Incorporated",4.45,63548300.65,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg,
SCOR,"comScore, Inc.",15.78,929547962.7,n/a,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor,
CHCI,"Comstock Holding Companies, Inc.",1.85,7221380.65,n/a,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci,
CMTL,Comtech Telecommunications Corp.,25.54,610547159.58,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl,
CNAT,Conatus Pharmaceuticals Inc.,4.48,135571730.56,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat,
CNCE,"Concert Pharmaceuticals, Inc.",14.33,335743130.04,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce,
